Time,l_per,l_abs,b_per,b_abs
1615978452,25.9,292,13.6,106
1615979202,25.9,292,13.6,106
1615978453,26.0,293,14.3,112
1615978456,26.4,297,14.7,115
1615978462,26.4,298,15.0,117
1615978571,27.9,314,15.6,122
1615978483,28.6,322,15.9,124
1615978550,29.2,329,16.1,126
1615979627,30.3,341,16.5,129
1615978730,31.3,353,17.1,134
1615978871,32.2,363,17.5,137
1615979014,33.5,377,18.3,143
1615979250,33.8,381,18.7,146
1615979456,35.2,397,20.1,157
1615980368,35.8,403,20.7,162
