time,subject,fuzzer,run,cov_type,cov
1615973487,lightftp,aflnet,3,l_abs,604
1615973487,lightftp,aflnet,3,b_per,35.5
1615973487,lightftp,aflnet,3,b_abs,278
1615973570,lightftp,aflnet,3,l_per,54.0
1615973570,lightftp,aflnet,3,l_abs,609
1615973570,lightftp,aflnet,3,b_per,36.2
1615973570,lightftp,aflnet,3,b_abs,283
1615973607,lightftp,aflnet,3,l_per,54.1
1615973607,lightftp,aflnet,3,l_abs,610
1615973607,lightftp,aflnet,3,b_per,36.4
1615973607,lightftp,aflnet,3,b_abs,285
1615973654,lightftp,aflnet,3,l_per,54.3
1615973654,lightftp,aflnet,3,l_abs,613
1615973654,lightftp,aflnet,3,b_per,36.8
1615973654,lightftp,aflnet,3,b_abs,288
1615973716,lightftp,aflnet,3,l_per,54.4
1615973716,lightftp,aflnet,3,l_abs,614
1615973716,lightftp,aflnet,3,b_per,37.0
1615973716,lightftp,aflnet,3,b_abs,289
1615973775,lightftp,aflnet,3,l_per,54.4
1615973775,lightftp,aflnet,3,l_abs,614
1615973775,lightftp,aflnet,3,b_per,37.1
1615973775,lightftp,aflnet,3,b_abs,290
1615973814,lightftp,aflnet,3,l_per,54.5
1615973814,lightftp,aflnet,3,l_abs,615
1615973814,lightftp,aflnet,3,b_per,37.2
1615973814,lightftp,aflnet,3,b_abs,291
1615973935,lightftp,aflnet,3,l_per,54.5
1615973935,lightftp,aflnet,3,l_abs,615
1615973935,lightftp,aflnet,3,b_per,37.2
1615973935,lightftp,aflnet,3,b_abs,291
1615973994,lightftp,aflnet,3,l_per,54.5
1615973994,lightftp,aflnet,3,l_abs,615
1615973994,lightftp,aflnet,3,b_per,37.2
1615973994,lightftp,aflnet,3,b_abs,291
1615974089,lightftp,aflnet,3,l_per,54.6
1615974089,lightftp,aflnet,3,l_abs,616
1615974089,lightftp,aflnet,3,b_per,37.3
1615974089,lightftp,aflnet,3,b_abs,292
1615974191,lightftp,aflnet,3,l_per,55.0
1615974191,lightftp,aflnet,3,l_abs,620
1615974191,lightftp,aflnet,3,b_per,37.6
1615974191,lightftp,aflnet,3,b_abs,294
1615974313,lightftp,aflnet,3,l_per,55.0
1615974313,lightftp,aflnet,3,l_abs,620
1615974313,lightftp,aflnet,3,b_per,37.6
1615974313,lightftp,aflnet,3,b_abs,294
1615974380,lightftp,aflnet,3,l_per,55.1
1615974380,lightftp,aflnet,3,l_abs,621
1615974380,lightftp,aflnet,3,b_per,37.7
1615974380,lightftp,aflnet,3,b_abs,295
1615974411,lightftp,aflnet,3,l_per,55.1
1615974411,lightftp,aflnet,3,l_abs,621
1615974411,lightftp,aflnet,3,b_per,37.7
1615974411,lightftp,aflnet,3,b_abs,295
1615974487,lightftp,aflnet,3,l_per,57.8
1615974487,lightftp,aflnet,3,l_abs,652
1615974487,lightftp,aflnet,3,b_per,39.3
1615974487,lightftp,aflnet,3,b_abs,307
1615974548,lightftp,aflnet,3,l_per,58.1
1615974548,lightftp,aflnet,3,l_abs,655
1615974548,lightftp,aflnet,3,b_per,39.6
1615974548,lightftp,aflnet,3,b_abs,310
1615974647,lightftp,aflnet,3,l_per,58.1
1615974647,lightftp,aflnet,3,l_abs,655
1615974647,lightftp,aflnet,3,b_per,39.6
1615974647,lightftp,aflnet,3,b_abs,310
1615974998,lightftp,aflnet,3,l_per,58.3
1615974998,lightftp,aflnet,3,l_abs,658
1615974998,lightftp,aflnet,3,b_per,39.8
1615974998,lightftp,aflnet,3,b_abs,311
1615975220,lightftp,aflnet,3,l_per,58.3
1615975220,lightftp,aflnet,3,l_abs,658
1615975220,lightftp,aflnet,3,b_per,39.8
1615975220,lightftp,aflnet,3,b_abs,311
1615975541,lightftp,aflnet,3,l_per,58.3
1615975541,lightftp,aflnet,3,l_abs,658
1615975541,lightftp,aflnet,3,b_per,39.8
1615975541,lightftp,aflnet,3,b_abs,311
1615975658,lightftp,aflnet,3,l_per,59.0
1615975658,lightftp,aflnet,3,l_abs,666
1615975658,lightftp,aflnet,3,b_per,40.3
1615975658,lightftp,aflnet,3,b_abs,315
1615976232,lightftp,aflnet,3,l_per,59.1
1615976232,lightftp,aflnet,3,l_abs,667
1615976232,lightftp,aflnet,3,b_per,40.4
1615976232,lightftp,aflnet,3,b_abs,316
1615976252,lightftp,aflnet,3,l_per,59.2
1615976252,lightftp,aflnet,3,l_abs,668
1615976252,lightftp,aflnet,3,b_per,40.5
1615976252,lightftp,aflnet,3,b_abs,317
1615972661,lightftp,aflnet,4,l_per,37.1
1615972661,lightftp,aflnet,4,l_abs,418
1615972661,lightftp,aflnet,4,b_per,20.8
1615972661,lightftp,aflnet,4,b_abs,163
1615972666,lightftp,aflnet,4,l_per,38.9
1615972666,lightftp,aflnet,4,l_abs,439
1615972666,lightftp,aflnet,4,b_per,23.1
1615972666,lightftp,aflnet,4,b_abs,181
1615972671,lightftp,aflnet,4,l_per,39.7
1615972671,lightftp,aflnet,4,l_abs,448
1615972671,lightftp,aflnet,4,b_per,24.6
1615972671,lightftp,aflnet,4,b_abs,192
1615972680,lightftp,aflnet,4,l_per,39.8
1615972680,lightftp,aflnet,4,l_abs,449
1615972680,lightftp,aflnet,4,b_per,24.9
1615972680,lightftp,aflnet,4,b_abs,195
1615972688,lightftp,aflnet,4,l_per,39.8
1615972688,lightftp,aflnet,4,l_abs,449
1615972688,lightftp,aflnet,4,b_per,25.1
1615972688,lightftp,aflnet,4,b_abs,196
1615972699,lightftp,aflnet,4,l_per,40.6
1615972699,lightftp,aflnet,4,l_abs,458
1615972699,lightftp,aflnet,4,b_per,25.4
1615972699,lightftp,aflnet,4,b_abs,199
1615972722,lightftp,aflnet,4,l_per,41.5
1615972722,lightftp,aflnet,4,l_abs,468
1615972722,lightftp,aflnet,4,b_per,25.8
1615972722,lightftp,aflnet,4,b_abs,202
1615972750,lightftp,aflnet,4,l_per,42.0
1615972750,lightftp,aflnet,4,l_abs,474
1615972750,lightftp,aflnet,4,b_per,26.2
1615972750,lightftp,aflnet,4,b_abs,205
1615972762,lightftp,aflnet,4,l_per,42.2
1615972762,lightftp,aflnet,4,l_abs,476
1615972762,lightftp,aflnet,4,b_per,26.2
1615972762,lightftp,aflnet,4,b_abs,205
1615972775,lightftp,aflnet,4,l_per,42.5
1615972775,lightftp,aflnet,4,l_abs,479
1615972775,lightftp,aflnet,4,b_per,26.3
1615972775,lightftp,aflnet,4,b_abs,206
1615972788,lightftp,aflnet,4,l_per,43.4
1615972788,lightftp,aflnet,4,l_abs,489
1615972788,lightftp,aflnet,4,b_per,26.7
1615972788,lightftp,aflnet,4,b_abs,209
1615972808,lightftp,aflnet,4,l_per,43.6
1615972808,lightftp,aflnet,4,l_abs,492
1615972808,lightftp,aflnet,4,b_per,27.1
1615972808,lightftp,aflnet,4,b_abs,212
1615972831,lightftp,aflnet,4,l_per,43.6
1615972831,lightftp,aflnet,4,l_abs,492
1615972831,lightftp,aflnet,4,b_per,27.1
1615972831,lightftp,aflnet,4,b_abs,212
1615972854,lightftp,aflnet,4,l_per,44.1
1615972854,lightftp,aflnet,4,l_abs,498
1615972854,lightftp,aflnet,4,b_per,27.5
1615972854,lightftp,aflnet,4,b_abs,215
1615972878,lightftp,aflnet,4,l_per,44.7
1615972878,lightftp,aflnet,4,l_abs,504
1615972878,lightftp,aflnet,4,b_per,27.9
1615972878,lightftp,aflnet,4,b_abs,218
1615972917,lightftp,aflnet,4,l_per,44.7
1615972917,lightftp,aflnet,4,l_abs,504
1615972917,lightftp,aflnet,4,b_per,27.9
1615972917,lightftp,aflnet,4,b_abs,218
1615972970,lightftp,aflnet,4,l_per,45.0
1615972970,lightftp,aflnet,4,l_abs,508
1615972970,lightftp,aflnet,4,b_per,28.1
1615972970,lightftp,aflnet,4,b_abs,220
1615972986,lightftp,aflnet,4,l_per,45.1
1615972986,lightftp,aflnet,4,l_abs,509
1615972986,lightftp,aflnet,4,b_per,28.4
1615972986,lightftp,aflnet,4,b_abs,222
1615972997,lightftp,aflnet,4,l_per,45.3
1615972997,lightftp,aflnet,4,l_abs,511
1615972997,lightftp,aflnet,4,b_per,28.8
1615972997,lightftp,aflnet,4,b_abs,225
1615973012,lightftp,aflnet,4,l_per,45.5
1615973012,lightftp,aflnet,4,l_abs,513
1615973012,lightftp,aflnet,4,b_per,29.0
1615973012,lightftp,aflnet,4,b_abs,227
1615973028,lightftp,aflnet,4,l_per,45.6
1615973028,lightftp,aflnet,4,l_abs,514
1615973028,lightftp,aflnet,4,b_per,29.2
1615973028,lightftp,aflnet,4,b_abs,228
1615973052,lightftp,aflnet,4,l_per,45.9
1615973052,lightftp,aflnet,4,l_abs,518
1615973052,lightftp,aflnet,4,b_per,29.9
1615973052,lightftp,aflnet,4,b_abs,234
1615973086,lightftp,aflnet,4,l_per,46.4
1615973086,lightftp,aflnet,4,l_abs,523
1615973086,lightftp,aflnet,4,b_per,30.3
1615973086,lightftp,aflnet,4,b_abs,237
1615973111,lightftp,aflnet,4,l_per,46.5
1615973111,lightftp,aflnet,4,l_abs,525
1615973111,lightftp,aflnet,4,b_per,30.6
1615973111,lightftp,aflnet,4,b_abs,239
1615973137,lightftp,aflnet,4,l_per,46.7
1615973137,lightftp,aflnet,4,l_abs,527
1615973137,lightftp,aflnet,4,b_per,30.8
1615973137,lightftp,aflnet,4,b_abs,241
1615973158,lightftp,aflnet,4,l_per,47.3
1615973158,lightftp,aflnet,4,l_abs,534
1615973158,lightftp,aflnet,4,b_per,31.5
1615973158,lightftp,aflnet,4,b_abs,246
1615973201,lightftp,aflnet,4,l_per,47.9
1615973201,lightftp,aflnet,4,l_abs,540
1615973201,lightftp,aflnet,4,b_per,32.0
1615973201,lightftp,aflnet,4,b_abs,250
1615973218,lightftp,aflnet,4,l_per,48.6
1615973218,lightftp,aflnet,4,l_abs,548
1615973218,lightftp,aflnet,4,b_per,32.7
1615973218,lightftp,aflnet,4,b_abs,256
1615973250,lightftp,aflnet,4,l_per,51.6
1615973250,lightftp,aflnet,4,l_abs,582
1615973250,lightftp,aflnet,4,b_per,34.4
1615973250,lightftp,aflnet,4,b_abs,269
1615973266,lightftp,aflnet,4,l_per,52.7
1615973266,lightftp,aflnet,4,l_abs,594
1615973266,lightftp,aflnet,4,b_per,35.3
1615973266,lightftp,aflnet,4,b_abs,276
1615973309,lightftp,aflnet,4,l_per,52.7
1615973309,lightftp,aflnet,4,l_abs,594
1615973309,lightftp,aflnet,4,b_per,35.3
1615973309,lightftp,aflnet,4,b_abs,276
1615973350,lightftp,aflnet,4,l_per,53.1
1615973350,lightftp,aflnet,4,l_abs,599
1615973350,lightftp,aflnet,4,b_per,35.5
1615973350,lightftp,aflnet,4,b_abs,278
1615973390,lightftp,aflnet,4,l_per,56.0
1615973390,lightftp,aflnet,4,l_abs,632
1615973390,lightftp,aflnet,4,b_per,37.1
1615973390,lightftp,aflnet,4,b_abs,290
1615973436,lightftp,aflnet,4,l_per,56.4
1615973436,lightftp,aflnet,4,l_abs,636
1615973436,lightftp,aflnet,4,b_per,37.6
1615973436,lightftp,aflnet,4,b_abs,294
1615973505,lightftp,aflnet,4,l_per,57.3
1615973505,lightftp,aflnet,4,l_abs,646
1615973505,lightftp,aflnet,4,b_per,38.4
1615973505,lightftp,aflnet,4,b_abs,300
1615973623,lightftp,aflnet,4,l_per,57.3
1615973623,lightftp,aflnet,4,l_abs,646
1615973623,lightftp,aflnet,4,b_per,38.5
1615973623,lightftp,aflnet,4,b_abs,301
1615973687,lightftp,aflnet,4,l_per,57.3
1615973687,lightftp,aflnet,4,l_abs,646
1615973687,lightftp,aflnet,4,b_per,38.5
1615973687,lightftp,aflnet,4,b_abs,301
1615973800,lightftp,aflnet,4,l_per,57.3
1615973800,lightftp,aflnet,4,l_abs,646
1615973800,lightftp,aflnet,4,b_per,38.5
1615973800,lightftp,aflnet,4,b_abs,301
1615973846,lightftp,aflnet,4,l_per,57.3
1615973846,lightftp,aflnet,4,l_abs,646
1615973846,lightftp,aflnet,4,b_per,38.5
1615973846,lightftp,aflnet,4,b_abs,301
1615973943,lightftp,aflnet,4,l_per,57.4
1615973943,lightftp,aflnet,4,l_abs,647
1615973943,lightftp,aflnet,4,b_per,38.6
1615973943,lightftp,aflnet,4,b_abs,302
1615973959,lightftp,aflnet,4,l_per,57.7
1615973959,lightftp,aflnet,4,l_abs,651
1615973959,lightftp,aflnet,4,b_per,39.0
1615973959,lightftp,aflnet,4,b_abs,305
1615974073,lightftp,aflnet,4,l_per,57.7
1615974073,lightftp,aflnet,4,l_abs,651
1615974073,lightftp,aflnet,4,b_per,39.0
1615974073,lightftp,aflnet,4,b_abs,305
1615974121,lightftp,aflnet,4,l_per,57.7
1615974121,lightftp,aflnet,4,l_abs,651
1615974121,lightftp,aflnet,4,b_per,39.0
1615974121,lightftp,aflnet,4,b_abs,305
1615974178,lightftp,aflnet,4,l_per,57.8
1615974178,lightftp,aflnet,4,l_abs,652
1615974178,lightftp,aflnet,4,b_per,39.1
1615974178,lightftp,aflnet,4,b_abs,306
1615974206,lightftp,aflnet,4,l_per,57.9
1615974206,lightftp,aflnet,4,l_abs,653
1615974206,lightftp,aflnet,4,b_per,39.3
1615974206,lightftp,aflnet,4,b_abs,307
1615974222,lightftp,aflnet,4,l_per,57.9
1615974222,lightftp,aflnet,4,l_abs,653
1615974222,lightftp,aflnet,4,b_per,39.3
1615974222,lightftp,aflnet,4,b_abs,307
1615974271,lightftp,aflnet,4,l_per,58.1
1615974271,lightftp,aflnet,4,l_abs,655
1615974271,lightftp,aflnet,4,b_per,39.5
1615974271,lightftp,aflnet,4,b_abs,309
1615974330,lightftp,aflnet,4,l_per,58.2
1615974330,lightftp,aflnet,4,l_abs,656
1615974330,lightftp,aflnet,4,b_per,39.6
1615974330,lightftp,aflnet,4,b_abs,310
1615974378,lightftp,aflnet,4,l_per,58.3
1615974378,lightftp,aflnet,4,l_abs,658
1615974378,lightftp,aflnet,4,b_per,39.9
1615974378,lightftp,aflnet,4,b_abs,312
1615974416,lightftp,aflnet,4,l_per,58.3
1615974416,lightftp,aflnet,4,l_abs,658
1615974416,lightftp,aflnet,4,b_per,39.9
1615974416,lightftp,aflnet,4,b_abs,312
1615974493,lightftp,aflnet,4,l_per,58.6
1615974493,lightftp,aflnet,4,l_abs,661
1615974493,lightftp,aflnet,4,b_per,40.2
1615974493,lightftp,aflnet,4,b_abs,314
1615974539,lightftp,aflnet,4,l_per,58.7
1615974539,lightftp,aflnet,4,l_abs,662
1615974539,lightftp,aflnet,4,b_per,40.3
1615974539,lightftp,aflnet,4,b_abs,315
1615974633,lightftp,aflnet,4,l_per,58.9
1615974633,lightftp,aflnet,4,l_abs,664
1615974633,lightftp,aflnet,4,b_per,40.5
1615974633,lightftp,aflnet,4,b_abs,317
1615974839,lightftp,aflnet,4,l_per,59.7
1615974839,lightftp,aflnet,4,l_abs,673
1615974839,lightftp,aflnet,4,b_per,41.3
1615974839,lightftp,aflnet,4,b_abs,323
1615975073,lightftp,aflnet,4,l_per,59.7
1615975073,lightftp,aflnet,4,l_abs,673
1615975073,lightftp,aflnet,4,b_per,41.3
1615975073,lightftp,aflnet,4,b_abs,323
1615975224,lightftp,aflnet,4,l_per,59.7
1615975224,lightftp,aflnet,4,l_abs,673
1615975224,lightftp,aflnet,4,b_per,41.3
1615975224,lightftp,aflnet,4,b_abs,323
1615975390,lightftp,aflnet,4,l_per,59.8
1615975390,lightftp,aflnet,4,l_abs,674
1615975390,lightftp,aflnet,4,b_per,41.4
1615975390,lightftp,aflnet,4,b_abs,324
1615975514,lightftp,aflnet,4,l_per,59.8
1615975514,lightftp,aflnet,4,l_abs,674
1615975514,lightftp,aflnet,4,b_per,41.4
1615975514,lightftp,aflnet,4,b_abs,324
1615975606,lightftp,aflnet,4,l_per,59.9
1615975606,lightftp,aflnet,4,l_abs,676
1615975606,lightftp,aflnet,4,b_per,41.6
1615975606,lightftp,aflnet,4,b_abs,325
1615976097,lightftp,aflnet,4,l_per,59.9
1615976097,lightftp,aflnet,4,l_abs,676
1615976097,lightftp,aflnet,4,b_per,41.6
1615976097,lightftp,aflnet,4,b_abs,325
1615976213,lightftp,aflnet,4,l_per,59.9
1615976213,lightftp,aflnet,4,l_abs,676
1615976213,lightftp,aflnet,4,b_per,41.6
1615976213,lightftp,aflnet,4,b_abs,325
1615978452,lightftp,aflnwe,1,l_per,25.9
1615978452,lightftp,aflnwe,1,l_abs,292
1615978452,lightftp,aflnwe,1,b_per,13.6
1615978452,lightftp,aflnwe,1,b_abs,106
1615978948,lightftp,aflnwe,1,l_per,25.9
1615978948,lightftp,aflnwe,1,l_abs,292
1615978948,lightftp,aflnwe,1,b_per,13.6
1615978948,lightftp,aflnwe,1,b_abs,106
1615978454,lightftp,aflnwe,1,l_per,26.2
1615978454,lightftp,aflnwe,1,l_abs,295
1615978454,lightftp,aflnwe,1,b_per,14.5
1615978454,lightftp,aflnwe,1,b_abs,113
1615978459,lightftp,aflnwe,1,l_per,26.2
1615978459,lightftp,aflnwe,1,l_abs,295
1615978459,lightftp,aflnwe,1,b_per,14.8
1615978459,lightftp,aflnwe,1,b_abs,116
1615979222,lightftp,aflnwe,1,l_per,27.1
1615979222,lightftp,aflnwe,1,l_abs,305
1615979222,lightftp,aflnwe,1,b_per,15.2
1615979222,lightftp,aflnwe,1,b_abs,119
1615978472,lightftp,aflnwe,1,l_per,27.6
1615978472,lightftp,aflnwe,1,l_abs,311
1615978472,lightftp,aflnwe,1,b_per,15.5
1615978472,lightftp,aflnwe,1,b_abs,121
1615978506,lightftp,aflnwe,1,l_per,28.5
1615978506,lightftp,aflnwe,1,l_abs,321
1615978506,lightftp,aflnwe,1,b_per,16.0
1615978506,lightftp,aflnwe,1,b_abs,125
1615978555,lightftp,aflnwe,1,l_per,29.3
1615978555,lightftp,aflnwe,1,l_abs,330
1615978555,lightftp,aflnwe,1,b_per,16.4
1615978555,lightftp,aflnwe,1,b_abs,128
1615978681,lightftp,aflnwe,1,l_per,30.4
1615978681,lightftp,aflnwe,1,l_abs,343
1615978681,lightftp,aflnwe,1,b_per,16.9
1615978681,lightftp,aflnwe,1,b_abs,132
1615978677,lightftp,aflnwe,1,l_per,31.4
1615978677,lightftp,aflnwe,1,l_abs,354
1615978677,lightftp,aflnwe,1,b_per,17.3
1615978677,lightftp,aflnwe,1,b_abs,135
1615978805,lightftp,aflnwe,1,l_per,32.7
1615978805,lightftp,aflnwe,1,l_abs,368
1615978805,lightftp,aflnwe,1,b_per,17.9
1615978805,lightftp,aflnwe,1,b_abs,140
1615978937,lightftp,aflnwe,1,l_per,33.6
1615978937,lightftp,aflnwe,1,l_abs,379
1615978937,lightftp,aflnwe,1,b_per,18.5
1615978937,lightftp,aflnwe,1,b_abs,145
1615979103,lightftp,aflnwe,1,l_per,33.9
1615979103,lightftp,aflnwe,1,l_abs,382
1615979103,lightftp,aflnwe,1,b_per,18.8
1615979103,lightftp,aflnwe,1,b_abs,147
1615979363,lightftp,aflnwe,1,l_per,34.4
1615979363,lightftp,aflnwe,1,l_abs,388
1615979363,lightftp,aflnwe,1,b_per,19.1
1615979363,lightftp,aflnwe,1,b_abs,149
1615980089,lightftp,aflnwe,1,l_per,35.8
1615980089,lightftp,aflnwe,1,l_abs,403
1615980089,lightftp,aflnwe,1,b_per,20.7
1615980089,lightftp,aflnwe,1,b_abs,162
1615980593,lightftp,aflnwe,1,l_per,35.8
1615980593,lightftp,aflnwe,1,l_abs,403
1615980593,lightftp,aflnwe,1,b_per,20.7
1615980593,lightftp,aflnwe,1,b_abs,162
1615978453,lightftp,aflnwe,2,l_per,25.9
1615978453,lightftp,aflnwe,2,l_abs,292
1615978453,lightftp,aflnwe,2,b_per,13.6
1615978453,lightftp,aflnwe,2,b_abs,106
1615978446,lightftp,aflnwe,2,l_per,25.9
1615978446,lightftp,aflnwe,2,l_abs,292
1615978446,lightftp,aflnwe,2,b_per,13.6
1615978446,lightftp,aflnwe,2,b_abs,106
1615978454,lightftp,aflnwe,2,l_per,26.2
1615978454,lightftp,aflnwe,2,l_abs,295
1615978454,lightftp,aflnwe,2,b_per,14.2
1615978454,lightftp,aflnwe,2,b_abs,111
1615978458,lightftp,aflnwe,2,l_per,26.4
1615978458,lightftp,aflnwe,2,l_abs,298
1615978458,lightftp,aflnwe,2,b_per,15.0
1615978458,lightftp,aflnwe,2,b_abs,117
1615978991,lightftp,aflnwe,2,l_per,27.1
1615978991,lightftp,aflnwe,2,l_abs,305
1615978991,lightftp,aflnwe,2,b_per,15.3
1615978991,lightftp,aflnwe,2,b_abs,120
1615978486,lightftp,aflnwe,2,l_per,28.0
1615978486,lightftp,aflnwe,2,l_abs,315
1615978486,lightftp,aflnwe,2,b_per,15.7
1615978486,lightftp,aflnwe,2,b_abs,123
1615980100,lightftp,aflnwe,2,l_per,28.7
1615980100,lightftp,aflnwe,2,l_abs,323
1615980100,lightftp,aflnwe,2,b_per,16.1
1615980100,lightftp,aflnwe,2,b_abs,126
1615978641,lightftp,aflnwe,2,l_per,29.5
1615978641,lightftp,aflnwe,2,l_abs,333
1615978641,lightftp,aflnwe,2,b_per,16.5
1615978641,lightftp,aflnwe,2,b_abs,129
1615980647,lightftp,aflnwe,2,l_per,30.6
1615980647,lightftp,aflnwe,2,l_abs,345
1615980647,lightftp,aflnwe,2,b_per,17.0
1615980647,lightftp,aflnwe,2,b_abs,133
1615978716,lightftp,aflnwe,2,l_per,31.3
1615978716,lightftp,aflnwe,2,l_abs,353
1615978716,lightftp,aflnwe,2,b_per,17.3
1615978716,lightftp,aflnwe,2,b_abs,135
1615978765,lightftp,aflnwe,2,l_per,32.3
1615978765,lightftp,aflnwe,2,l_abs,364
1615978765,lightftp,aflnwe,2,b_per,17.9
1615978765,lightftp,aflnwe,2,b_abs,140
1615978838,lightftp,aflnwe,2,l_per,34.0
1615978838,lightftp,aflnwe,2,l_abs,383
1615978838,lightftp,aflnwe,2,b_per,19.4
1615978838,lightftp,aflnwe,2,b_abs,152
1615979677,lightftp,aflnwe,2,l_per,34.4
1615979677,lightftp,aflnwe,2,l_abs,388
1615979677,lightftp,aflnwe,2,b_per,19.6
1615979677,lightftp,aflnwe,2,b_abs,153
1615980827,lightftp,aflnwe,2,l_per,34.8
1615980827,lightftp,aflnwe,2,l_abs,392
1615980827,lightftp,aflnwe,2,b_per,19.9
1615980827,lightftp,aflnwe,2,b_abs,156
1615980925,lightftp,aflnwe,2,l_per,35.7
1615980925,lightftp,aflnwe,2,l_abs,402
1615980925,lightftp,aflnwe,2,b_per,20.5
1615980925,lightftp,aflnwe,2,b_abs,160
1615981017,lightftp,aflnwe,2,l_per,35.8
1615981017,lightftp,aflnwe,2,l_abs,403
1615981017,lightftp,aflnwe,2,b_per,20.7
1615981017,lightftp,aflnwe,2,b_abs,162
1615978452,lightftp,aflnwe,3,l_per,25.9
1615978452,lightftp,aflnwe,3,l_abs,292
1615978452,lightftp,aflnwe,3,b_per,13.6
1615978452,lightftp,aflnwe,3,b_abs,106
1615979202,lightftp,aflnwe,3,l_per,25.9
1615979202,lightftp,aflnwe,3,l_abs,292
1615979202,lightftp,aflnwe,3,b_per,13.6
1615979202,lightftp,aflnwe,3,b_abs,106
1615978453,lightftp,aflnwe,3,l_per,26.0
1615978453,lightftp,aflnwe,3,l_abs,293
1615978453,lightftp,aflnwe,3,b_per,14.3
1615978453,lightftp,aflnwe,3,b_abs,112
1615978456,lightftp,aflnwe,3,l_per,26.4
1615978456,lightftp,aflnwe,3,l_abs,297
1615978456,lightftp,aflnwe,3,b_per,14.7
1615978456,lightftp,aflnwe,3,b_abs,115
1615978462,lightftp,aflnwe,3,l_per,26.4
1615978462,lightftp,aflnwe,3,l_abs,298
1615978462,lightftp,aflnwe,3,b_per,15.0
1615978462,lightftp,aflnwe,3,b_abs,117
1615978571,lightftp,aflnwe,3,l_per,27.9
1615978571,lightftp,aflnwe,3,l_abs,314
1615978571,lightftp,aflnwe,3,b_per,15.6
1615978571,lightftp,aflnwe,3,b_abs,122
1615978483,lightftp,aflnwe,3,l_per,28.6
1615978483,lightftp,aflnwe,3,l_abs,322
1615978483,lightftp,aflnwe,3,b_per,15.9
1615978483,lightftp,aflnwe,3,b_abs,124
1615978550,lightftp,aflnwe,3,l_per,29.2
1615978550,lightftp,aflnwe,3,l_abs,329
1615978550,lightftp,aflnwe,3,b_per,16.1
1615978550,lightftp,aflnwe,3,b_abs,126
1615979627,lightftp,aflnwe,3,l_per,30.3
1615979627,lightftp,aflnwe,3,l_abs,341
1615979627,lightftp,aflnwe,3,b_per,16.5
1615979627,lightftp,aflnwe,3,b_abs,129
1615978730,lightftp,aflnwe,3,l_per,31.3
1615978730,lightftp,aflnwe,3,l_abs,353
1615978730,lightftp,aflnwe,3,b_per,17.1
1615978730,lightftp,aflnwe,3,b_abs,134
1615978871,lightftp,aflnwe,3,l_per,32.2
1615978871,lightftp,aflnwe,3,l_abs,363
1615978871,lightftp,aflnwe,3,b_per,17.5
1615978871,lightftp,aflnwe,3,b_abs,137
1615979014,lightftp,aflnwe,3,l_per,33.5
1615979014,lightftp,aflnwe,3,l_abs,377
1615979014,lightftp,aflnwe,3,b_per,18.3
1615979014,lightftp,aflnwe,3,b_abs,143
1615979250,lightftp,aflnwe,3,l_per,33.8
1615979250,lightftp,aflnwe,3,l_abs,381
1615979250,lightftp,aflnwe,3,b_per,18.7
1615979250,lightftp,aflnwe,3,b_abs,146
1615979456,lightftp,aflnwe,3,l_per,35.2
1615979456,lightftp,aflnwe,3,l_abs,397
1615979456,lightftp,aflnwe,3,b_per,20.1
1615979456,lightftp,aflnwe,3,b_abs,157
1615980368,lightftp,aflnwe,3,l_per,35.8
1615980368,lightftp,aflnwe,3,l_abs,403
1615980368,lightftp,aflnwe,3,b_per,20.7
1615980368,lightftp,aflnwe,3,b_abs,162
1615978452,lightftp,aflnwe,4,l_per,25.9
1615978452,lightftp,aflnwe,4,l_abs,292
1615978452,lightftp,aflnwe,4,b_per,13.6
1615978452,lightftp,aflnwe,4,b_abs,106
1615978798,lightftp,aflnwe,4,l_per,25.9
1615978798,lightftp,aflnwe,4,l_abs,292
1615978798,lightftp,aflnwe,4,b_per,13.6
1615978798,lightftp,aflnwe,4,b_abs,106
1615978454,lightftp,aflnwe,4,l_per,26.0
1615978454,lightftp,aflnwe,4,l_abs,293
1615978454,lightftp,aflnwe,4,b_per,14.3
1615978454,lightftp,aflnwe,4,b_abs,112
1615978779,lightftp,aflnwe,4,l_per,26.1
1615978779,lightftp,aflnwe,4,l_abs,294
1615978779,lightftp,aflnwe,4,b_per,14.6
1615978779,lightftp,aflnwe,4,b_abs,114
1615979530,lightftp,aflnwe,4,l_per,26.4
1615979530,lightftp,aflnwe,4,l_abs,298
1615979530,lightftp,aflnwe,4,b_per,15.0
1615979530,lightftp,aflnwe,4,b_abs,117
1615978472,lightftp,aflnwe,4,l_per,26.7
1615978472,lightftp,aflnwe,4,l_abs,301
1615978472,lightftp,aflnwe,4,b_per,15.1
1615978472,lightftp,aflnwe,4,b_abs,118
1615978493,lightftp,aflnwe,4,l_per,28.0
1615978493,lightftp,aflnwe,4,l_abs,315
1615978493,lightftp,aflnwe,4,b_per,15.6
1615978493,lightftp,aflnwe,4,b_abs,122
1615978534,lightftp,aflnwe,4,l_per,28.4
1615978534,lightftp,aflnwe,4,l_abs,320
1615978534,lightftp,aflnwe,4,b_per,15.7
1615978534,lightftp,aflnwe,4,b_abs,123
1615978657,lightftp,aflnwe,4,l_per,29.6
1615978657,lightftp,aflnwe,4,l_abs,334
1615978657,lightftp,aflnwe,4,b_per,16.1
1615978657,lightftp,aflnwe,4,b_abs,126
1615980625,lightftp,aflnwe,4,l_per,30.4
1615980625,lightftp,aflnwe,4,l_abs,343
